Timestamp,ACI,ADI,Temperature,Humidity,Luminosity,Voltage
2019-05-08 18:00:00,3068.78795,0.6088,10.418,57.188025,61.690045,3.964445
2019-06-22 13:00:00,,,24.891791667,51.193508333,1601.266666667,3.852158333
2019-03-21 06:00:00,,,5.596258333,112.537658333,14.083333333,3.786458333
2019-04-30 17:00:00,2879.8413,0.5587,18.07344,55.754195,278.73274,4.018135
2019-05-28 08:00:00,,,13.805433333,82.170758333,352.616666667,3.802883333
2019-07-10 00:00:00,2857.6326,0.2009,11.460605,106.526535,0,3.81058
2019-04-26 20:00:00,2854.783,0.3029,13.43849,79.80748,0,4.11759
2019-03-17 23:00:00,,,4.370933333,96.182766667,0,3.802508333
2019-03-09 01:00:00,,,2.170133333,96.951166667,0,3.8199
2019-04-12 11:00:00,3509.00245,0.5893,6.173355,45.603395,498.25431,3.88939
2019-03-01 03:00:00,2705.8926,0.3354,-5.006805,99.37461,0,3.815085
2019-04-10 19:00:00,2630.9094,0.2578,2.134535,80.455795,1.61835,3.933575
2019-05-13 20:00:00,,,8.68165,67.851985,2.98959,4.130405
2019-06-29 22:00:00,3017.9197,0.2436,14.452765,99.937875,0,3.869625
2019-05-27 20:00:00,2446.80965,0.5309,12.63662,83.985075,15.169965,3.83164
2019-06-18 19:00:00,2865.67615,0.4822,21.92764,74.932165,72.03533,3.8701
2019-03-16 12:00:00,,,8.346358333,84.471783333,403.5,3.771941667
2019-07-06 08:00:00,3210.6742,0.5113,12.969845,109.675115,152.38436,3.83357
2019-03-02 03:00:00,2609.3523,0.15,0.08464,101.60218,0,3.8118
2019-06-06 03:00:00,2244.44885,0.4165,15.511875,102.45441,10.67339,3.84345
2019-07-13 13:00:00,,,27.607025,62.132141667,1037.333333333,3.839266667
2019-04-11 21:00:00,2497.7472,0.3199,-3.351215,81.61308,0,3.966495
2019-03-06 06:00:00,,,1.470141667,110.920475,1.166666667,3.8017
2019-06-22 03:00:00,,,6.136458333,110.597258333,10.366666667,3.780458333
2019-03-26 18:00:00,2580.59875,0.4873,4.76745,68.698175,11.497235,3.88396
2019-07-11 11:00:00,3593.45155,0.3896,29.603925,48.81095,980.43594,3.811965
2019-04-27 14:00:00,2862.4706,0.5407,12.051065,96.51718,295.176365,3.941715
2019-07-05 18:00:00,2959.3336,0.5005,19.90991,55.156385,199.48519,3.949995
2019-03-07 18:00:00,,,5.940191667,95.485066667,1.166666667,3.800441667
2019-02-23 08:00:00,,,0.507383333,95.879258333,125.083333333,3.772666667
2019-03-26 00:00:00,2680.5039,0.1068,-2.544495,103.407095,0,3.851035
2019-05-29 00:00:00,2569.3647,0.1586,6.00152,86.48624,0,3.841745
2019-03-22 00:00:00,,,7.487633333,107.326516667,0,3.783408333
2019-05-04 05:00:00,3348.9872,0.3662,1.717405,102.942315,76.69735,3.833935
2019-03-12 13:00:00,3599.6909,0.2961,8.627705,74.438365,727.42602,3.859635
2019-06-24 04:00:00,2543.78,0.2353,7.55211,104.61153,32.76416,3.815135
2019-07-09 02:00:00,2257.106,0.4109,12.2572,108.099305,0,3.815175
2019-04-29 17:00:00,3125.442,0.5834,22.498985,33.441935,406.33031,4.06327
2019-04-25 09:00:00,3368.89565,0.5993,19.59241,60.788215,874.836495,3.98073
2019-04-30 22:00:00,2644.13815,0.4458,7.76622,92.61975,0,3.96332
2019-07-14 11:00:00,,,22.049808333,80.954875,219.8,3.812366667
2019-07-02 23:00:00,2571.5371,0.213,11.499375,76.976235,0,3.85421
2019-06-04 15:00:00,3131.00215,0.4752,27.291445,48.88319,819.0344,3.898005
2019-06-24 09:00:00,2675.077,0.5462,25.160435,60.014225,543.39433,3.81177
