Timestamp,ACI,ADI
2019-03-12 23:48:28,4164.0918,0.3164
2019-03-19 12:32:30,4132.9619,0.328
2019-03-19 14:02:33,4025.834,0.3289
2019-03-19 14:32:34,3521.9089,0.3807
2019-03-19 15:02:35,3593.0586,0.3295
2019-03-19 16:02:37,3461.1069,0.3368
2019-03-19 16:32:38,3061.4045,0.3192
2019-03-19 17:02:39,3201.2822,0.3148
2019-03-19 18:02:41,2690.3694,0.2524
2019-03-19 19:32:44,2436.5464,0.1819
2019-03-19 20:02:45,2457.3694,0.1681
2019-03-19 21:02:47,2359.2878,0.1992
2019-03-19 22:02:49,2371.905,0.1406
2019-03-19 23:02:51,2374.3608,0.1365
2019-03-19 23:32:52,2360.8779,0.1575
2019-03-20 00:02:53,2437.0137,0.1546
2019-03-20 00:32:54,2449.4456,0.1083
2019-03-20 01:32:56,2401.7856,0.1013
2019-03-20 02:32:58,2495.6956,0.243
2019-03-20 03:33:00,2452.2751,0.2815
2019-03-20 04:03:01,2649.1052,0.1684
2019-03-20 04:33:02,2539.0669,0.2304
2019-03-20 05:03:03,2900.7668,0.2934
2019-03-20 07:03:07,3156.3462,0.2515
2019-03-20 07:33:08,2686.1755,0.2822
2019-03-20 08:03:09,2612.6909,0.2967
2019-03-20 08:33:10,2688.6248,0.2827
2019-03-20 09:03:11,2938.8418,0.2927
2019-03-20 09:33:12,3148.7998,0.2743
2019-03-20 10:03:13,3450.0159,0.2896
2019-03-20 11:03:15,4298.4038,0.2832
2019-03-20 11:33:16,3291.7026,0.2741
2019-03-20 12:03:17,3215.4456,0.2803
2019-03-20 12:33:18,4293.1841,0.2754
2019-03-20 13:03:19,3603.0315,0.2734
2019-03-20 13:33:20,4099.0234,0.2678
2019-03-20 14:03:21,3506.6787,0.2937
2019-03-20 14:33:22,3212.9995,0.2735
2019-03-20 15:03:23,2770.5806,0.2783
2019-03-20 15:33:24,2614.0024,0.2784
2019-03-20 16:03:25,2628.0762,0.3183
2019-03-20 17:03:27,3483.093,0.296
2019-03-20 17:33:28,2458.3992,0.2827
2019-03-20 18:03:29,1974.7377,0.2784
2019-03-20 19:03:31,2367.8047,0.2866
2019-03-20 19:33:32,2329.8218,0.2534
2019-03-20 20:33:34,2324.1389,0.2705
2019-03-20 21:33:36,2399.2356,0.1939
2019-03-20 22:03:37,2377.5005,0.1261
2019-03-20 22:33:38,2577.7544,0.1389
2019-03-20 23:03:39,2385.2813,0.2068
2019-03-20 23:33:40,2456.1875,0.1382
2019-03-23 17:39:06,3932.0649,0.3253
2019-03-23 18:09:07,3207.8701,0.2773
2019-03-23 18:39:08,2709.374,0.2524
2019-03-23 19:09:09,2641.7959,0.2287
2019-03-23 19:39:10,2649.9856,0.1477
2019-03-23 20:39:12,2605.1829,0.1799
2019-03-23 21:09:13,2583.3533,0.2097
2019-03-23 21:39:14,2736.8616,0.22
2019-03-23 22:09:15,2675.894,0.211
2019-03-23 22:39:16,2796.0854,0.2231
2019-03-23 23:09:17,2711.2568,0.2109
2019-03-23 23:39:18,2632.6162,0.1794
2019-03-24 00:09:19,2877.7861,0.2221
2019-03-24 01:09:21,2489.3755,0.148
2019-03-24 02:39:26,2490.6372,0.105
2019-03-24 14:18:42,4074.3591,0.2918
2019-03-24 15:18:44,3926.9277,0.3468
2019-03-24 15:48:45,4278.4116,0.3431
2019-03-24 16:18:46,4266.6055,0.3235
2019-03-24 16:48:47,3560.2305,0.2862
2019-03-24 17:18:48,4102.7734,0.2924
2019-03-24 17:48:49,3276.2803,0.2766
2019-03-24 18:18:50,2652.1003,0.2342
2019-03-24 18:48:51,2565.6157,0.2475
2019-03-24 19:18:52,2939.3503,0.2285
2019-03-24 20:18:54,2884.2368,0.254
2019-03-24 20:48:55,2602.2202,0.2175
2019-03-24 21:18:56,2582.668,0.1832
2019-03-24 21:48:57,2687.8076,0.1349
2019-03-24 22:48:59,2594.2539,0.1843
2019-03-24 23:19:00,2609.1018,0.2005
2019-03-24 23:49:01,2513.3269,0.2058
2019-03-25 00:19:02,2632.1147,0.1873
2019-03-25 00:49:03,2539.4927,0.231
2019-03-25 01:19:04,2442.491,0.1979
2019-03-25 01:49:05,2490.0156,0.1964
2019-03-25 02:19:06,2604.8159,0.2006
2019-03-25 03:49:09,4148.4839,0.154
2019-03-25 04:19:10,4220.4663,0.2119
2019-03-25 04:49:11,4117.3242,0.2777
2019-03-25 05:19:12,4126.9888,0.2517
2019-03-25 05:49:13,3466.8167,0.2918
2019-03-25 06:19:14,4198.3945,0.2661
2019-03-25 06:49:15,3872.9038,0.2433
2019-03-25 07:49:17,3115.1814,0.2437
2019-03-25 08:19:18,3304.8625,0.2217
2019-03-25 14:13:59,3122.825,0.2667
2019-03-25 14:44:00,2639.9983,0.2622
2019-03-25 15:44:02,3504.9907,0.3006
2019-03-25 16:14:03,3746.439,0.3064
2019-03-25 16:44:04,3942.1799,0.3235
2019-03-25 17:14:05,3436.3516,0.2796
2019-03-25 17:44:06,3255.2305,0.2794
2019-03-25 18:14:07,2887.8921,0.2367
2019-03-25 18:44:08,2850.5676,0.2204
2019-03-25 19:14:09,2375.3152,0.2654
2019-03-25 19:44:10,2573.0884,0.2028
2019-03-25 20:44:12,2452.4734,0.213
2019-03-25 22:14:15,2558.0278,0.143
2019-03-25 22:44:16,2619.1233,0.1237
2019-03-25 23:14:17,2584.4441,0.2477
2019-03-25 23:44:18,2633.2161,0.1079
2019-03-26 00:44:20,2680.5039,0.1068
2019-03-26 01:14:21,2662.4585,0.0976
2019-03-26 02:14:23,2617.2947,0.1959
2019-03-26 02:44:24,3393.6541,0.1867
2019-03-26 03:14:25,2598.0293,0.1931
2019-03-26 03:44:26,2584.4233,0.2076
2019-03-26 04:14:27,2655.8945,0.2392
2019-03-26 05:44:30,2604.1963,0.2572
2019-03-26 06:14:31,2742.8276,0.2738
2019-03-26 06:44:32,3043.156,0.2852
2019-03-26 07:14:33,2607.092,0.2713
2019-03-26 07:44:34,2791.5249,0.2863
2019-03-26 08:14:35,2993.113,0.3062
2019-03-26 08:44:36,2931.1016,0.2774
2019-03-26 09:14:37,3503.6052,0.2864
2019-03-26 09:44:38,3881.1123,0.2999
2019-03-26 10:14:39,3756.0662,0.2985
2019-03-26 10:44:40,4010.5593,0.2996
2019-03-26 11:14:41,4226.0078,0.3642
2019-03-26 12:14:43,4358.4346,0.34
2019-03-26 13:14:45,4027.7773,0.3259
2019-03-26 13:44:46,3836.5244,0.3205
2019-03-26 14:14:47,3935.0527,0.3333
2019-03-26 15:14:49,3865.9717,0.3204
2019-03-26 15:44:50,3797.0662,0.2965
2019-03-26 16:14:51,3650.3418,0.296
2019-03-26 16:44:52,3294.6426,0.2895
2019-03-26 18:14:55,2609.8169,0.2424
2019-03-26 18:44:56,2551.3806,0.2449
2019-03-26 19:14:57,2527.9097,0.2365
2019-03-26 19:44:58,2550.4819,0.1735
2019-03-26 20:14:59,2647.6294,0.2094
2019-03-26 20:45:00,2444.9072,0.2328
2019-03-26 21:15:01,2545.7068,0.192
2019-03-26 21:45:02,2392.8982,0.112
2019-03-26 22:15:03,2781.6514,0.2138
2019-03-26 22:45:04,2681.936,0.1353
2019-03-26 23:15:05,2578.4265,0.1922
2019-03-26 23:45:06,2617.0964,0.09
2019-03-27 02:15:11,2493.4502,0.1151
2019-03-27 02:45:12,2501.5725,0.1693
2019-03-27 03:15:13,2487.1077,0.2147
2019-03-27 03:45:14,2575.2598,0.2227
2019-03-27 04:45:16,2452.2051,0.1648
2019-03-27 05:15:17,2432.2754,0.1398
2019-03-27 05:45:18,2475.1284,0.241
2019-03-27 06:15:19,2910.5901,0.2495
2019-03-27 06:45:20,3044.9619,0.2601
2019-03-27 07:15:21,3424.7368,0.2501
2019-03-28 17:08:04,3137.5684,0.2797
2019-03-28 17:38:05,3089.6516,0.2822
2019-03-28 18:08:06,2739.4534,0.3164
2019-03-28 19:08:08,2328.2869,0.2889
2019-03-28 19:38:09,2512.04,0.2503
2019-03-28 20:38:11,2743.8728,0.2565
2019-03-28 21:08:12,2741.3354,0.2173
2019-03-28 21:38:13,2645.8218,0.1678
2019-03-28 22:08:14,2771.7666,0.1958
2019-03-28 22:38:15,2549.3228,0.1573
2019-03-28 23:08:16,2420.0081,0.228
2019-03-28 23:38:17,2670.0122,0.1465
2019-03-29 00:08:18,2508.7781,0.1744
2019-03-29 00:38:19,2616.0022,0.1261
2019-03-29 01:08:20,2618.9902,0.1415
2019-03-29 02:08:22,2462.5344,0.1976
2019-03-29 03:08:24,2397.5125,0.0995
2019-03-29 03:38:25,2383.8997,0.1855
2019-03-29 04:08:26,2479.7246,0.1293
2019-03-29 04:38:27,2361.1187,0.1893
2019-03-29 05:08:28,2340.3079,0.1682
2019-03-29 05:38:29,2405.8982,0.2115
2019-03-29 13:23:02,4007.293,0.3198
2019-03-29 13:53:03,4002.0823,0.3322
2019-03-29 14:53:05,3970.2537,0.3209
2019-03-29 15:23:06,3577.3184,0.3059
2019-03-29 16:23:08,3971.948,0.3313
2019-03-29 16:53:09,3686.781,0.3086
2019-03-29 17:23:11,3413.5193,0.294
2019-03-29 17:53:12,3568.0754,0.3077
2019-03-29 18:53:14,2663.8645,0.2673
2019-03-29 19:23:15,2623.1218,0.2771
2019-03-29 19:53:16,2653.9724,0.259
2019-03-29 20:23:17,2634.9033,0.2645
2019-03-29 20:53:18,2641.4355,0.2487
2019-03-29 21:23:19,2642.6479,0.2199
2019-03-29 21:53:20,2595.1936,0.1637
2019-03-29 22:23:21,2653.6243,0.2122
2019-03-29 22:53:22,2561.626,0.2162
2019-03-29 23:23:23,2709.5894,0.2355
2019-03-29 23:53:24,2625.0242,0.2321
2019-03-30 00:53:26,2870.0139,0.2317
2019-03-30 01:23:27,2596.3025,0.281
2019-03-30 01:53:28,2614.8298,0.1416
2019-03-30 02:23:29,2566.1714,0.0774
2019-03-30 02:53:30,2527.6953,0.0644
2019-03-30 03:23:31,2478.8423,0.129
2019-03-30 03:53:32,2444.4536,0.0801
2019-03-30 04:23:33,2407.1992,0.2397
2019-03-30 05:23:35,2324.1299,0.1117
2019-03-30 06:23:37,2475.0469,0.0942
2019-03-30 06:53:38,2579.7466,0.1834
2019-03-30 07:23:39,2646.6138,0.1964
2019-03-30 07:53:40,2471.1245,0.2184
2019-03-30 08:23:41,2508.9492,0.222
2019-03-30 08:53:42,2533.6194,0.255
2019-03-30 09:23:43,2703.4106,0.2674
2019-03-30 09:53:44,2921.5044,0.2765
2019-03-30 10:23:45,3626.3542,0.2921
2019-03-30 10:53:46,3423.5242,0.2889
2019-03-30 11:23:47,3370.7231,0.2931
2019-03-30 11:53:48,3297.6284,0.3175
2019-03-30 12:23:49,3480.2295,0.2996
2019-03-30 12:53:50,3686.0579,0.3253
2019-03-30 13:53:52,3811.614,0.2953
2019-03-30 14:23:53,3982.636,0.3109
2019-03-30 14:53:54,4002.0574,0.3075
2019-03-30 16:23:57,4079.8438,0.3142
2019-03-30 16:53:58,3837.0037,0.3065
2019-03-30 17:23:59,3456.8325,0.3111
2019-03-30 17:54:00,3057.1924,0.3236
2019-03-30 18:24:01,2836.3555,0.2791
2019-03-30 19:24:03,2904.1924,0.2534
2019-03-30 19:54:04,2876.8564,0.2377
2019-03-30 20:24:05,2747.4148,0.2493
